StateCode,BeachID,BeachName,Station ID,StationName,CountyName,Identifier,StartDate,StartTime,ZoneCode,ActivityTypeCode,CharacteristicName,ResultValue,DetectionQuantitationLimit,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-07-21 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-07-14 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,8,~~,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-07-12 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-07-07 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-07-05 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,172,~~,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-06-30 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,4,~~,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-06-28 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-06-23 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,32,~~,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-06-21 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-06-18 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-06-16 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,492,~~,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-06-14 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-06-06 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-05-26 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-05-19 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-05-10 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY133112,CRAB MEADOW BEACH,NY133112-01,,SUFFOLK,,2016-05-04 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,20,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-09-12 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-09-08 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
